name	Snippet	styleUrl	longitude	latitude	altitude	Type	Region
Map Nora / Tati/Golden Eagle	Record 2185	#defaultStyleMap	25.9167	-24.75	0	Hydrothermal	Botswana
Shashe (Map Nora, Sashe)	Record 2186	#defaultStyleMap	27.5333	-21.1833	0	Hydrothermal	Botswana
Gurio	Record 2195	#defaultStyleMap	-4.3	11.1833	0	Hydrothermal	Burkina Faso
Sebba	Record 2196	#defaultStyleMap	0.5333	13.5833	0	Hydrothermal	Burkina Faso
Poura	Record 2197	#defaultStyleMap	-2.7636	11.5872	0	Hydrothermal	Burkina Faso
Aféma (Asupiri Placer)	Record 2249	#defaultStyleMap	-3.7833	6.3	0	Surficial	Côte DIvoire
Aféma (Asupiri, Aniuri, Kouamékro Toliesso, Jonction, Brahima, Adiopan, Bagnan)	Record 2250	#defaultStyleMap	-3.7833	6.3	0	Hydrothermal	Côte DIvoire
Ity	Record 2251	#defaultStyleMap	-8.45	6.6167	0	Hydrothermal	Côte DIvoire
Ambaut (Anbaout)	Record 2279	#defaultStyleMap	34.8167	24.85	0	Hydrothermal	Egypt
Um Ud (Umm 'Ud)	Record 2281	#defaultStyleMap	34.69306	24.80944	0	Hydrothermal	Egypt
Wadi Atalla	Record 2282	#defaultStyleMap	33.4667	22.15	0	Hydrothermal	Egypt
Fatiri	Record 2283	#defaultStyleMap	33.25	26.7	0	Hydrothermal	Egypt
Hangaliya	Record 2284	#defaultStyleMap	34.58333	24.83333	0	Hydrothermal	Egypt
Um Garaiat (Umm Geriat, Umm Qareiyat)	Record 2286	#defaultStyleMap	33.38333	22.4	0	Hydrothermal	Egypt
Atud	Record 2287	#defaultStyleMap	34.4	25.01667	0	Hydrothermal	Egypt
Haimur	Record 2288	#defaultStyleMap	33.3	22.63333	0	Hydrothermal	Egypt
Barramiya	Record 2289	#defaultStyleMap	33.78778	25.07333	0	Unclassified	Egypt
El Sid	Record 2290	#defaultStyleMap	33.6	26	0	Hydrothermal	Egypt
Um Rus (Umm Rus)	Record 2291	#defaultStyleMap	34.58333	25.45	0	Hydrothermal	Egypt
Adola Alluvial Deposits	Record 2339	#defaultStyleMap	38.9667	5.6667	0	Surficial	Ethiopia
Dimma	Record 2340	#defaultStyleMap	35.86	9.52	0	Surficial	Ethiopia
Tulu Kami	Record 2341	#defaultStyleMap	35.53	9.52	0	Hydrothermal	Ethiopia
Tulu Kapi	Record 2342	#defaultStyleMap	35.58	9.06	0	Hydrothermal	Ethiopia
Yubdo	Record 2343	#defaultStyleMap	35.45	8.97	0	Surficial	Ethiopia
Adola	Record 2344	#defaultStyleMap	39.23	5.08	0	Hydrothermal	Ethiopia
Lega Dembi	Record 2345	#defaultStyleMap	38.83333	5.58333	0	Hydrothermal	Ethiopia
Bogosu (Bogoso, Abogosu)	Record 2360	#defaultStyleMap	-2.0042	5.575	0	Hydrothermal	Ghana
Dunkwa Alluvial Operations	Record 2361	#defaultStyleMap	-1.5875	6.0083	0	Surficial	Ghana
Konongo/Obenemase/Pepe	Record 2363	#defaultStyleMap	-1.1458	6.6292	0	Hydrothermal	Ghana
Prestea	Record 2364	#defaultStyleMap	-2.13333	5.45	0	Hydrothermal	Ghana
Sansu (Obuasi)	Record 2365	#defaultStyleMap	-1.7083	6.45	0	Hydrothermal	Ghana
Tarkwa (Old Tarkwa, Pepe pit, Atuabo pit, Akontansi, Mantraim pit, Kottraverchy)	Record 2366	#defaultStyleMap	-1.98333	5.31667	0	Surficial	Ghana
Ashanti	Record 2368	#defaultStyleMap	-1.65	6.23333	0	Hydrothermal	Ghana
Fayalala	Record 2381	#defaultStyleMap	-10.8167	11.3167	0	Surficial	Guinea
Koron (Didi Sag Concession)	Record 2382	#defaultStyleMap	-9.4833	11.6333	0	Surficial	Guinea
Lero (Léro and Karta)	Record 2383	#defaultStyleMap	-10.8167	11.3167	0	Hydrothermal	Guinea
Siguiri (Sanou Tinti, Eureka Hill, Fatoya, Koron	Record 2384	#defaultStyleMap	-9.1167	11.4667	0	Surficial	Guinea
Agh Darreh	Record 2394	#defaultStyleMap	47.03333	36.65	0	Hydrothermal	Iran
Zarshuran	Record 2395	#defaultStyleMap	47.1333	36.7333	0	Hydrothermal	Iran
Teberebie	Record 2367	#defaultStyleMap	-2.05	5.2667	0	Surficial	Ghana
Unknown	Record 2427	#defaultStyleMap	35.5	1.66667	0	Unclassified	Kenya
Gboror's Creek	Record 2440	#defaultStyleMap	-9.5	7	0	Surficial	Liberia
Syama-Tabakoroni Bagoe Region (Fourou, Sikasso)	Record 2493	#defaultStyleMap	-6.4667	12.0167	0	Hydrothermal	Mali
Akjoujt Tailings Project	Record 2497	#defaultStyleMap	14.5833	19.5	0	Hydrothermal	Mauritania
Tiouit	Record 2521	#defaultStyleMap	-5.79	31.16	0	Hydrothermal	Morocco
Rietfontein	Record 2764	#defaultStyleMap	28.2	-26.14583	0	Surficial	South Africa
Koma Bangou	Record 2598	#defaultStyleMap	-7.9997	17	0	Hydrothermal	Niger
Ad Duwayhi	Record 2613	#defaultStyleMap	43.26667	22.28333	0	Hydrothermal	Saudi Arabia
Bulgah	Record 2614	#defaultStyleMap	41.36	24.59	0	Hydrothermal	Saudi Arabia
Sukhaybarat	Record 2615	#defaultStyleMap	42.01667	24.45	0	Hydrothermal	Saudi Arabia
Al Hajar	Record 2616	#defaultStyleMap	42.01667	19.98333	0	Hydrothermal	Saudi Arabia
Al Amar	Record 2617	#defaultStyleMap	45.06954	23.78161	0	Hydrothermal	Saudi Arabia
Mahd Adh Dhahab	Record 2618	#defaultStyleMap	40.85	23.48333	0	Hydrothermal	Saudi Arabia
Faleme	Record 2634	#defaultStyleMap	-12.75	13.9667	0	Surficial	Senegal
Orange Free State	Record 2752	#defaultStyleMap	26.7333	-27.9833	0	Surficial	South Africa
Barbrook	Record 2743	#defaultStyleMap	31.2806	-25.725	0	Hydrothermal	South Africa
Boksburg	Record 2745	#defaultStyleMap	28.2167	-26.2333	0	Unclassified	South Africa
Caritonville	Record 2746	#defaultStyleMap	27.4167	-26.4167	0	Unclassified	South Africa
East Rand Egoli Consolidated	Record 2747	#defaultStyleMap	28.3667	-26.2333	0	Surficial	South Africa
Erfdeel-Dankbaarheidfreegold S.	Record 2748	#defaultStyleMap	26.85	-28	0	Unclassified	South Africa
H.J.Joel	Record 2749	#defaultStyleMap	26.8333	-28.3033	0	Surficial	South Africa
Jurgenshof	Record 2750	#defaultStyleMap	26.7667	-28.0833	0	Unclassified	South Africa
Knights	Record 2751	#defaultStyleMap	28.2	-26.2	0	Unclassified	South Africa
Poortje Section	Record 2753	#defaultStyleMap	28.42	-26.67	0	Unclassified	South Africa
South Deep	Record 2754	#defaultStyleMap	27.65	-26.4417	0	Surficial	South Africa
Village Main Reef	Record 2755	#defaultStyleMap	28.025	-26.2333	0	Surficial	South Africa
West Wits Egoli Consolidated	Record 2756	#defaultStyleMap	27.7083	-26.1333	0	Surficial	South Africa
Murchison	Record 2757	#defaultStyleMap	30.75972	-23.88889	0	Hydrothermal	South Africa
Luipaardsvlei	Record 2759	#defaultStyleMap	27.83333	-26.125	0	Surficial	South Africa
Modderfontein	Record 2760	#defaultStyleMap	28.40833	-26.19167	0	Surficial	South Africa
New Modder	Record 2761	#defaultStyleMap	28.37778	-26.1875	0	Surficial	South Africa
Nourse	Record 2762	#defaultStyleMap	28.11667	-26.23333	0	Surficial	South Africa
Orion (Minerva, Meyer, Black Reef, Cornucopia	Record 2763	#defaultStyleMap	28.22139	-26.30917	0	Surficial	South Africa
Robinson Deep	Record 2765	#defaultStyleMap	28.06667	-26.23333	0	Surficial	South Africa
Rose Deep	Record 2766	#defaultStyleMap	28.16667	-26.21667	0	Surficial	South Africa
Venterspost	Record 2767	#defaultStyleMap	27.66667	-26.29167	0	Surficial	South Africa
West Driefontein	Record 2768	#defaultStyleMap	27.46667	-26.4	0	Surficial	South Africa
Wit G. M.	Record 2769	#defaultStyleMap	28.2	-26.17778	0	Surficial	South Africa
Van Ryn Deep	Record 2770	#defaultStyleMap	28.35556	-26.16667	0	Surficial	South Africa
Agnes (E. T. Cons)	Record 2771	#defaultStyleMap	30.96667	-25.86667	0	Hydrothermal	South Africa
Crown (City Deep, Cons. Main Reef)	Record 2772	#defaultStyleMap	28.01667	-26.23333	0	Surficial	South Africa
Dagga	Record 2773	#defaultStyleMap	28.48889	-26.28056	0	Surficial	South Africa
East Dagga	Record 2775	#defaultStyleMap	28.51111	-26.29167	0	Surficial	South Africa
East Driefontein	Record 2776	#defaultStyleMap	27.48333	-26.4	0	Surficial	South Africa
East Rand Proprietary	Record 2777	#defaultStyleMap	28.21667	-26.23333	0	Surficial	South Africa
Govt. G. M. Areas	Record 2778	#defaultStyleMap	28.4	-26.20833	0	Surficial	South Africa
Grootvlei	Record 2779	#defaultStyleMap	28.5	-26.23333	0	Surficial	South Africa
Kinross	Record 2780	#defaultStyleMap	29.1667	-26.4667	0	Surficial	South Africa
Klerksdorp	Record 2781	#defaultStyleMap	26.65	-26.8667	0	Surficial	South Africa
Kloof	Record 2782	#defaultStyleMap	27.6	-26.4	0	Surficial	South Africa
Langaagte Est.	Record 2783	#defaultStyleMap	28	-26.22917	0	Surficial	South Africa
Leslie	Record 2784	#defaultStyleMap	29.03333	-26.5	0	Surficial	South Africa
Libanon	Record 2785	#defaultStyleMap	27.61667	-26.35	0	Surficial	South Africa
Marievale	Record 2786	#defaultStyleMap	28.51667	-26.35	0	Surficial	South Africa
New Consort (E.T. Cons)	Record 2787	#defaultStyleMap	31.05	-25.63333	0	Hydrothermal	South Africa
New State Areas	Record 2788	#defaultStyleMap	28.42222	-26.23889	0	Surficial	South Africa
Rand Leases	Record 2789	#defaultStyleMap	27.93333	-26.18333	0	Surficial	South Africa
Randfontein Estates (Cooke Section, West Rand Mine, East Champ D'or, Luipardsvlei Estates, South Roodeport)	Record 2790	#defaultStyleMap	27.76667	-26.16667	0	Surficial	South Africa
S. A. Lands	Record 2791	#defaultStyleMap	28.35556	-26.3125	0	Surficial	South Africa
Sheba (E. T. Cons)	Record 2792	#defaultStyleMap	31.2	-25.75	0	Hydrothermal	South Africa
Simmer And Jack	Record 2793	#defaultStyleMap	28.15	-26.23333	0	Surficial	South Africa
Springs	Record 2794	#defaultStyleMap	28.42222	-26.28333	0	Surficial	South Africa
Sub Nigel	Record 2795	#defaultStyleMap	28.44444	-26.375	0	Surficial	South Africa
Vaal Reefs	Record 2796	#defaultStyleMap	26.75	-26.91667	0	Surficial	South Africa
Virginia (Harmony, Merriespruit)	Record 2797	#defaultStyleMap	26.88333	-28.15	0	Surficial	South Africa
Vogelstruisbult	Record 2798	#defaultStyleMap	28.46667	-26.33333	0	Surficial	South Africa
Western Holdings	Record 2799	#defaultStyleMap	26.66667	-27.98333	0	Surficial	South Africa
Winkelhaak	Record 2800	#defaultStyleMap	29.16667	-26.5	0	Surficial	South Africa
Wit Nigel	Record 2801	#defaultStyleMap	28.43333	-26.51667	0	Surficial	South Africa
Bracken	Record 2802	#defaultStyleMap	29.1	-26.51667	0	Surficial	South Africa
Beatrix	Record 2803	#defaultStyleMap	26.7667	-28.2833	0	Surficial	South Africa
Hartebeestfontein	Record 2804	#defaultStyleMap	26.8333	-26.8333	0	Surficial	South Africa
Deelkraal	Record 2805	#defaultStyleMap	27.31667	-26.46667	0	Surficial	South Africa
Western Areas and Elsburg Sections	Record 2807	#defaultStyleMap	27.71667	-26.36667	0	Surficial	South Africa
Barberton (Fairview, Sheba, New Consort, Agnes, Princeton Complex)	Record 2808	#defaultStyleMap	31.1	-25.71667	0	Hydrothermal	South Africa
Doornfontein	Record 2809	#defaultStyleMap	27.3	-26.4	0	Surficial	South Africa
Elandsrand	Record 2810	#defaultStyleMap	27.36667	-26.46667	0	Surficial	South Africa
Harmony	Record 2811	#defaultStyleMap	26.8333	-28.05	0	Surficial	South Africa
St. Helena	Record 2812	#defaultStyleMap	26.6667	-28.0333	0	Surficial	South Africa
Blyvooruitzicht	Record 2813	#defaultStyleMap	27.38333	-26.4	0	Surficial	South Africa
Buffelsfontein	Record 2814	#defaultStyleMap	26.87	-26.8	0	Surficial	South Africa
Freddies Consolidated	Record 2815	#defaultStyleMap	26.66667	-27.83333	0	Surficial	South Africa
Free State Geduld	Record 2816	#defaultStyleMap	26.73333	-27.91667	0	Surficial	South Africa
Free State Saaiplaas	Record 2817	#defaultStyleMap	26.83333	-27.98333	0	Surficial	South Africa
President Steyn	Record 2818	#defaultStyleMap	26.8	-28	0	Surficial	South Africa
Welkom	Record 2819	#defaultStyleMap	26.75	-27.96667	0	Surficial	South Africa
West Rand Consolidated	Record 2820	#defaultStyleMap	27.76667	-26.13333	0	Surficial	South Africa
Western Deep Levels	Record 2821	#defaultStyleMap	27.41667	-26.41667	0	Surficial	South Africa
Western Ultra Deep Levels	Record 2822	#defaultStyleMap	27.41667	-26.41667	0	Surficial	South Africa
President Brand	Record 2823	#defaultStyleMap	26.75	-28.03333	0	Surficial	South Africa
South African Land And Exploration Company	Record 2824	#defaultStyleMap	28.36667	-26.28333	0	Surficial	South Africa
Odendaalsrus (Free State)	Record 2825	#defaultStyleMap	26.6667	-27.8333	0	Surficial	South Africa
Durban Deep	Record 2774	#defaultStyleMap	27.86667	-26.2	0	Surficial	South Africa
Ergo	Record 2826	#defaultStyleMap	28.3917	-26.2917	0	Surficial	South Africa
Loraine	Record 2827	#defaultStyleMap	26.65	-27.75	0	Surficial	South Africa
Dreifontein Consolidated	Record 2828	#defaultStyleMap	27.45	-26.3833	0	Surficial	South Africa
Stilfontein	Record 2829	#defaultStyleMap	26.83333	-26.75	0	Surficial	South Africa
Kolar	Record 259	#defaultStyleMap	78.1667	13.1667	0	Hydrothermal	India
Kelian	Record 286	#defaultStyleMap	106.8333	-6.1667	0	Hydrothermal	Indonesia
Aberketieb (Abirkateib)	Record 2933	#defaultStyleMap	32.5333	15.65	0	Hydrothermal	Sudan
Gebeit (Gabeit, Gabait)	Record 2934	#defaultStyleMap	36.3167	21.0667	0	Hydrothermal	Sudan
Hassai (Ariab)	Record 2935	#defaultStyleMap	32.5333	15.65	0	Hydrothermal	Sudan
Bulyanhulu	Record 2948	#defaultStyleMap	32.6	-3.8	0	Hydrothermal	Tanzania
Buck Reef	Record 2949	#defaultStyleMap	32.08333	-3.13333	0	Hydrothermal	Tanzania
Uruwira	Record 2950	#defaultStyleMap	31.25	-6.33333	0	Surficial	Tanzania
Efemcukuru	Record 3008	#defaultStyleMap	26.9666	38.2833	0	Hydrothermal	Turkey
Kaymaz	Record 3009	#defaultStyleMap	30.268	40.923	0	Hydrothermal	Turkey
Kisladag	Record 3010	#defaultStyleMap	29.15	38.48333	0	Hydrothermal	Turkey
Kucukdere	Record 3011	#defaultStyleMap	27.13333	39.55	0	Hydrothermal	Turkey
Ovacik	Record 3012	#defaultStyleMap	27.13333	39.36666	0	Hydrothermal	Turkey
Dunrobin	Record 3048	#defaultStyleMap	27.04	-14.59	0	Hydrothermal	Zambia
Matala	Record 3049	#defaultStyleMap	27.0167	-15	0	Hydrothermal	Zambia
Bell, (Riverlea)	Record 3111	#defaultStyleMap	29.725	-18.9417	0	Hydrothermal	Zimbabwe
Blanket	Record 3112	#defaultStyleMap	28.5769	-20.8333	0	Hydrothermal	Zimbabwe
Commoner (Welcome Back, Colombina)	Record 3113	#defaultStyleMap	29.4417	-18.425	0	Hydrothermal	Zimbabwe
Dalny (Colne, Pixie)	Record 3114	#defaultStyleMap	29.8458	-18.0556	0	Hydrothermal	Zimbabwe
Dawn (Queens Group, Barberton, Czarina, Queen's Mine)	Record 3115	#defaultStyleMap	28.7542	-19.7958	0	Hydrothermal	Zimbabwe
Elvington (Lone Star)	Record 3117	#defaultStyleMap	29.7375	-18.8472	0	Hydrothermal	Zimbabwe
Felixburg Gold Belt	Record 3118	#defaultStyleMap	30.8333	-19.4333	0	Unclassified	Zimbabwe
Freda Rebecca	Record 3119	#defaultStyleMap	31.3461	-17.3147	0	Hydrothermal	Zimbabwe
Gaika (Robin Hood)	Record 3120	#defaultStyleMap	29.8	-18.9444	0	Hydrothermal	Zimbabwe
Globe and Phoenix	Record 3121	#defaultStyleMap	29.7917	-18.925	0	Hydrothermal	Zimbabwe
Indarama (Futi, Broomstock)	Record 3122	#defaultStyleMap	29.8167	-18.9333	0	Hydrothermal	Zimbabwe
Isabella (Calcite 1)	Record 3123	#defaultStyleMap	28.9	-19.65	0	Hydrothermal	Zimbabwe
Kanyemba (Electra)	Record 3124	#defaultStyleMap	29.7333	-18.475	0	Hydrothermal	Zimbabwe
Long John	Record 3125	#defaultStyleMap	29.0667	-20.9667	0	Hydrothermal	Zimbabwe
Marvel	Record 3126	#defaultStyleMap	29.4667	-20.5167	0	Hydrothermal	Zimbabwe
Old Nic	Record 3127	#defaultStyleMap	28.6347	-20.1853	0	Hydrothermal	Zimbabwe
Patchway (Brompto)	Record 3128	#defaultStyleMap	29.8083	-18.2583	0	Hydrothermal	Zimbabwe
How	Record 3140	#defaultStyleMap	28.7333	-20.25	0	Hydrothermal	Zimbabwe
Mazoe (Mazowe, Carn Brae, Birthday 3, Nucleus, Jumbo 1, Connaught, Bojum, Bucks 2, Flowing Bowl, Commonwealth)	Record 3141	#defaultStyleMap	30.925	-17.5	0	Hydrothermal	Zimbabwe
Redwing and Oldwest	Record 3142	#defaultStyleMap	32.675	-18.8889	0	Hydrothermal	Zimbabwe
Shamva (Ashkirk, Cymric)	Record 3143	#defaultStyleMap	31.5764	-17.3333	0	Hydrothermal	Zimbabwe
Bulawayo District	Record 3144	#defaultStyleMap	28.58333	-20.25	0	Hydrothermal	Zimbabwe
Golden Valley	Record 3145	#defaultStyleMap	29.8083	-18.2222	0	Hydrothermal	Zimbabwe
Bindura	Record 3146	#defaultStyleMap	31.35	-17.3333	0	Hydrothermal	Zimbabwe
Eiffel Flats (Eiffel Blue)	Record 3116	#defaultStyleMap	29.9306	-18.3056	0	Hydrothermal	Zimbabwe
Baguamiao	Record 144	#defaultStyleMap	106.9472	33.9292	0	Sedimentary	China
Dongping	Record 145	#defaultStyleMap	115.6375	40.9361	0	Igneous	China
Jinchanggouliang	Record 152	#defaultStyleMap	120.3	42.1667	0	Igneous	China
Laozhuoshan	Record 153	#defaultStyleMap	131.5347	46.2667	0	Igneous	China
Getang	Record 157	#defaultStyleMap	105.1583	25.1944	0	Sedimentary	China
Lannigou	Record 158	#defaultStyleMap	105.69	25.35	0	Sedimentary	China
Banqi	Record 161	#defaultStyleMap	105.6042	24.7344	0	Sedimentary	China
Jilongshan	Record 162	#defaultStyleMap	109	33.5403	0	Sedimentary	China
Zimudang	Record 163	#defaultStyleMap	105.46	25.0506	0	Sedimentary	China
Dongbeizhai	Record 164	#defaultStyleMap	103.5569	32.725	0	Sedimentary	China
Jiapigou	Record 165	#defaultStyleMap	127.3833	42.9	0	Hydrothermal	China
Manaoke	Record 166	#defaultStyleMap	104.0667	33.0503	0	Sedimentary	China
Laerma	Record 167	#defaultStyleMap	102.5928	34.0011	0	Sedimentary	China
Boroo	Record 353	#defaultStyleMap	106.15	48.75	0	Igneous	Mongolia
Tsagaantsakhir Uul	Record 356	#defaultStyleMap	100.05	46.0861	0	Igneous	Mongolia
Sabodala	Record 2633	#defaultStyleMap	-17.45	14.75	0	Hydrothermal	Senegal
Benoni	Record 2744	#defaultStyleMap	28.3	-26.2	0	Unclassified	South Africa
Hatit	Record 2280	#defaultStyleMap	35.18611	23.455	0	Unclassified	Egypt
Brakpan	Record 2758	#defaultStyleMap	28.26667	-26.22917	0	Surficial	South Africa
Bumbat	Record 354	#defaultStyleMap	104.5167	48.2833	0	Hydrothermal	Mongolia
Boston (Hope Bay)	Record 982	#defaultStyleMap	-107.4167	66.3667	0	Hydrothermal	Canada
Yamagano	Record 297	#defaultStyleMap	130.6236	31.915	0	Hydrothermal	Japan
Hishikari	Record 298	#defaultStyleMap	130.6822	32.005	0	Hydrothermal	Japan
Samty	Record 8	#defaultStyleMap	69.859	37.584	0	Surficial	Afghanistan
Konomai	Record 299	#defaultStyleMap	143.35	44.1333	0	Hydrothermal	Japan
Kushikino	Record 300	#defaultStyleMap	130.3011	31.7533	0	Hydrothermal	Japan
Sado	Record 301	#defaultStyleMap	138.2661	38.0439	0	Hydrothermal	Japan
Taio	Record 302	#defaultStyleMap	130.88	33.1236	0	Hydrothermal	Japan
Takatama	Record 303	#defaultStyleMap	140.2925	37.5075	0	Hydrothermal	Japan
Liba	Record 154	#defaultStyleMap	105.0433	34.4167	0	Sedimentary	China
Pascua	Record 1128	#defaultStyleMap	-71.0683	-29.48	0	Hydrothermal	Chile
Unisel	Record 2806	#defaultStyleMap	26.75	-28.06667	0	Surficial	South Africa
Arcturus	Record 3139	#defaultStyleMap	31.3458	-17.7792	0	Hydrothermal	Zimbabwe
La Herradura	Record 1204	#defaultStyleMap	-112.9	31.167	0	Hydrothermal	Mexico
Ouro Preto	Record 944	#defaultStyleMap	-43.5	-20.9	0	Hydrothermal	Brazil
Bayan Uul	Record 357	#defaultStyleMap	115.6278	48.8528	0	Igneous	Mongolia
Semna	Record 2285	#defaultStyleMap	33.59917	26.46667	0	Hydrothermal	Egypt
Nukay	Record 1215	#defaultStyleMap	-99.7	17.89	0	Hydrothermal	Mexico
Pickstone (Pitchstone, Peerless, Concession Hill (doublon), Duchess Hill, St Kilda)	Record 3129	#defaultStyleMap	30.2167	-18.2833	0	Hydrothermal	Zimbabwe
Rezende (Rezende Group, Elgin, Perthshire, Umtali)	Record 3130	#defaultStyleMap	32.7083	-18.8833	0	Hydrothermal	Zimbabwe
Sabi	Record 3131	#defaultStyleMap	30.1792	-20.3556	0	Hydrothermal	Zimbabwe
Sebakwe	Record 3132	#defaultStyleMap	29.7694	-18.8556	0	Unclassified	Zimbabwe
Venice	Record 3133	#defaultStyleMap	29.7111	-18.4819	0	Hydrothermal	Zimbabwe
Vubachikwe	Record 3134	#defaultStyleMap	28.9028	-20.8522	0	Hydrothermal	Zimbabwe
Cam and Motor	Record 3135	#defaultStyleMap	29.9806	-18.3333	0	Hydrothermal	Zimbabwe
Renco	Record 3136	#defaultStyleMap	31.1736	-20.6292	0	Hydrothermal	Zimbabwe
Athens	Record 3137	#defaultStyleMap	30.58333	-19.31667	0	Hydrothermal	Zimbabwe
Golden Kopje (Union Jack)	Record 3138	#defaultStyleMap	30.0389	-17.5	0	Hydrothermal	Zimbabwe
Navachab	Record 2582	#defaultStyleMap	15.85	-21.9833	0	Hydrothermal	Namibia
Lovozero	Record 1673	#defaultStyleMap	34.75	67.7833333333333	0	Igneous	Russia
Kudiraimozhi	Record 271	#defaultStyleMap	78.0833	8.6667	0	Surficial	India
Nam Xe	Record 463	#defaultStyleMap	103.5	22.4833	0	Unclassified	Vietnam
Mountain Pass	Record 641	#defaultStyleMap	-115.533	35.483	0	Igneous	United States
Hicks Dome	Record 642	#defaultStyleMap	-88.4	37.6	0	Igneous	United States
Bear Lodge Mountains (southern)	Record 643	#defaultStyleMap	-104.45	44.483	0	Igneous	United States
Bou Naga	Record 2502	#defaultStyleMap	-13.7	20.8	0	Igneous	Mauritania
Ruby Meadows	Record 826	#defaultStyleMap	-115.881	45.233	0	Surficial	United States
Kundybajskoe	Record 1445	#defaultStyleMap	60.8302777777778	51.9936111111111	0	Hydrothermal	Kazakhstan
Sokli	Record 1333	#defaultStyleMap	29.25	67.75	0	Igneous	Finland
Aqtyuz	Record 1494	#defaultStyleMap	76.1833333333333	42.8833333333333	0	Igneous	Kyrgyzstan
Stjernoy	Record 1520	#defaultStyleMap	22.6833333333333	70.3	0	Igneous	Norway
Diturskoe	Record 1587	#defaultStyleMap	131.951111111111	48.7863888888889	0	Igneous	Russia
Sebl'yavr Carbonatite Complex (Seblyavr)	Record 1731	#defaultStyleMap	32.1333333333333	68.7166666666667	0	Igneous	Russia
Yastrebets	Record 1872	#defaultStyleMap	24.4666666666667	49	0	Igneous	Ukraine
Ruri (Homa Mountain, Rangwa)	Record 2433	#defaultStyleMap	34.3667	-0.5	0	Igneous	Kenya
Kangankunde	Record 2490	#defaultStyleMap	34.9083	-15.125	0	Igneous	Malawi
Tundulu	Record 2491	#defaultStyleMap	35.83333	-15.5	0	Igneous	Malawi
